Country,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,26716.6488260274,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6760.97488416081,6775.74927822931,6900.76507593244,7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9689.08269960317
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,43988.5280290494,47186.8759969388,45936.9562817724,47535.4883792376,50485.2244135291,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54693.0766804265,57116.295770722,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2852.55759284808,3228.03827784076,3355.03477737406,3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,30011.2185803948,30087.7155914011,31642.1462570316,32318.8908975541,33483.9414359299,34522.3779304433,35052.8079075238,35663.0250406273,35902.725903793,37752.633077142,34780.8616624614,35904.8635462723,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4589.87249766592,4960.00472639074,5461.39008471262,5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,38768.1877108028,41688.7348432025,41480.8641475896,41752.3619190175,42412.1297171059,39811.4801820307,40428.1793753078,42077.8430006954,44528.1687418121,44725.9950930598,43457.6982437448,48535.4658244281,49607.246548019
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,32550.136489179,35142.4879344543,36730.796195815,38403.7777145477,40315.3739510191,42432.1619740441,43734.1980702999,46160.429791493,48537.5668888343,48359.0011950597,46109.2299946609,49764.793115622,48983.6217162934
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1874.27170372599,2053.95969493403,2107.34542786596,2064.55053629483,2164.42455009318,2257.22528369354,2295.53627000423,2403.30608839303,2457.6860424186,2519.36618467309,2354.12143387307,2771.72265387572,3040.17304596842
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,833.65058901251,908.508026434671,914.728296438905,988.605140695814,1021.15644841509,963.318067757582,981.831642180149,1055.40420733235,977.237530453693,985.130486573086,968.465881346309,1047.07519807515,1109.01426124728
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.86205533079,1306.84531878112,1356.17277659459,1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18753.0469453539,18390.1849993244
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,4541.1382339224,5320.92300111613,5596.07993262504,5839.26074048732,5971.5147423237,5536.38216278755,5523.36142053282,6043.46039749913,6373.97046214621,6460.50116507723,6177.52639548107,7284.44912688649,7682.79088931312
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,3747.60975136165,4325.48460465495,4533.25382791294,4727.35175927617,4836.87165696891,4486.33398918223,4463.08064447373,4847.68098187748,5084.85405170106,5140.64185489847,4901.56930443291,5718.69000304404,6007.37076143112
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1262.43493777483,1248.5493613927,1286.77655473641,1367.05147466667,1443.62287339615,1379.21060240615,1362.4619822528,1395.04993086463,1412.71194201206,1434.10009719282,1373.08761747871,1461.41110872837,1534.02309278529
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1553.52317256607,1734.11239454885,1885.39859061995,2008.21295964126,2135.8406627848,1987.56753401958,1820.08119041884,1753.2708306151,1877.77672368693,1876.65480569221,1722.41776970966,1844.3200096414,1933.55647255046
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3094.44307866403,3613.8008884858,3668.21208337097,3602.88551680629,3476.62485441547,3322.58167895444,3558.81885175737,3839.78507460491,3902.661675559,4151.22755440796,3895.61815200225,4334.2159826606,4787.99930771921
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1116.70655932906,1003.96998557712,984.998297134583,1043.98098224555,1095.15616800929,1073.59743511727,1133.38080942978,1216.33837092024,1181.35314133395,1214.58259192351,1200.24907060145,1272.35034846518,1337.01317471944
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,70625.1685395487,77838.3969263195,79326.3829993587,83204.7471695074,91881.1283610971,84753.4567282435,82041.6210496551,83510.303746436,89425.8913885835,87152.4530176191,79530.6054839665,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1350.63447029491,1449.60330101563,1434.01798721629,1438.05700508042,1559.86377870535,1590.17433135955,1714.27953740039,1957.96981329558,1974.3777314935,2050.1638002619,1913.21973278751,2238.12714218765,2410.88802070689
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48663.6004439251,52219.7057327581,48943.8206459561,51496.9616850661,55752.7649838131,62179.2642662951,62784.0656875694,70150.7370157965,79446.9391085469,80848.3019020489,85973.0884875501,102001.798249145,103983.29133582
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,6458.57395613765,8201.58167797698,8329.00206664876,6280.68186740814,5757.54333251596,4990.93679541655,5497.24323254699,5758.59072766807,3850.75125293224,3276.75326508099,2746.41948317956,4084.20030479458,4669.57137993878
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4430.42624189518,5736.89895897239,6437.50307624074,6612.90225210234,6215.98603314029,4416.94292408042,4305.20270154631,4725.19357334032,5601.46706102705,5621.18169491752,4251.33725272808,4770.83534274738,5937.19546600271
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,58848.41812446,68710.2442005473,73466.7786674708
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52129.5159612108,54930.9388075096
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,36035.6449950691,38649.6394836789,35051.5212697703,35560.0814062288,35565.7213771496,30242.3861352184,30960.7315088902,32406.7203150134,34622.1696664741,33673.7509627421,31922.9191626183,36449.2583375837,34776.423234274
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4835.79108651148,5259.93175297891,5365.24217204558,5143.72218263652,4991.56153152664,5077.5509836244,5022.70019182535,5273.14902681979,5594.49357290917,5626.17047314286,4897.26475034653,5183.5810181201,6047.2164567796
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.6537537759,3998.67313829235,4152.75795426388,4311.00004622061
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385,39375.4731620781,38834.0529341227,39751.1330982711,40415.9567649547,40040.7655055923,40058.5373276179,34017.2718075024
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,9070.48825285747,11633.9985836418,12386.6992652963,13890.6339694612,12807.2630452048,10510.7703240885,7714.84184376024,9247.58067886159,9812.62543137393,9812.59552626324,9121.63640904156,10373.7897924367,11492.031938762
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1093.63962367926,1099.31546497439,1289.78079149822,1376.82920465019,1489.91972057277,1496.65357260021,1562.07661862777,1675.98842173012,1845.7834137515,1970.08007048615,1936.25075454374,2069.66112881918,2099.30193826696
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,880.038521818228,1123.88314370665,1177.97526115747,1282.43824753314,1279.77078445418,1121.08269597662,1120.66705800127,1242.77022029305,1308.13978544561,1451.51563835807,1256.92922601263,1365.50830399287,1655.07269765044
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1438.08141312394,1644.40755349869,1698.91912438014,1628.64259354319,1546.88176752726,1459.14398299206,1506.23100308107,1566.44713639955,1607.22982544435,1410.01464320535,1403.99385262696,1766.14428934624,1701.97066488808
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,16427.6210053903,17571.984460028,17293.8060527894,18315.914675326,19945.3151701577,20025.652352499,21079.520970707,22148.5124341669,22533.8820531551,23204.9705641255,18553.6571372598,18035.3861402469,20262.2671364514
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,23079.2601257735,25097.595426845,25459.1689000965,27179.5170146052,29252.9312377352,28737.4391706499,29280.4403170048,31600.7358741365,33447.1562836166,31902.4169048194,31721.2989141857,35142.264267481,32422.5744864287
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39212.5794137711,49010.3105001299,51271.0677569339,47762.7967032092,43239.8351779171,29315.1985079166,27026.6876602182,29258.2663270479,32012.1875249538,30666.2371314234,24297.7108020951,32324.8409043988,41079.5226998138
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,8616.30942241329,9945.02468102074,9792.18895723067,9937.19652727501,9870.61765396447,8301.02679356578,7972.03218839112,8788.35026750045,8446.59232232899,8246.5166728875,6889.46986082371,7873.98078159932,8971.78037168385
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,1127.83523605263,1363.72529042766,1566.00974499584,1815.44023786192,1984.5086701174,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.62343413571,2054.43078086496
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,7695.24541457279,7914.1095681645,8500.1805629403,8255.20921055985,7665.37969186256,7802.75136769776,8172.29947599133,8679.89742212366,9225.84515486901,8925.42186017072,5599.95752260733,4136.14657516013,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,497.020365397034,573.526422156584,644.455576742833,717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916,754.532842914744
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,11611.3585954261,7784.13321371462,15765.4197906677,12589.5297148358,9408.75254634115,7867.5157311439,7945.00605015965,10529.1162687455,11838.2987072109,10542.4290201042,7034.65836433258,5908.9513231651,6716.09598462328
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,8672.21566785729,9110.75181022028,9231.57625405725,9542.71357425779,10007.1445097875,10290.3715682224,10574.3865772889,11270.4747103578,11563.8304251364,11773.4274818992,8951.52476578187,10916.2270797887,13030.9284804245
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,9164.56639654811,10306.4306556861,10311.907062618,10450.9409414168,10539.3744128198,8723.13545715196,8421.1480767647,9255.8059757905,8977.99255312428,8772.56219413792,7393.17471855658,8478.6334058771,9559.21345557566
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,836.830702178607,938.867567075338,957.710866631994,1010.98605162019,1063.74130138772,1004.29199066255,1024.2201901702,1116.75249734232,1067.83639470651,1100.06194462748,1082.86335345338,1153.2744131558,1268.33895173377
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1162.96903491795,822.329813582004,759.425948586134,755.011285634136,793.572053141031,774.247647253452,747.318624124845,804.873520434808,662.855806924224,686.222679051697,656.686674564115,678.653210032779,750.466942491605
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,141466.827324144,158603.608966707,149461.78557146,173659.411799089,179467.516166777,167809.269874833,165845.995200652,170875.682067431,175286.679024684,167259.160311816,165287.186766512,197504.548936258,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2836.97410911231,3248.0402104632,3351.89247576451,3643.83244664348,3885.62361617465,3990.35311739446,4107.82977539914,4388.20190593728,4360.58473469252,4082.69404871533,3852.38909102194,3996.57199501251,3354.38340757565
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1702.70306610505,1912.06582563075,1982.96448285105,1991.8131752002,2062.51992003302,1979.55537109609,2037.7253258969,2159.48628984457,2179.9540622554,2238.51882000162,2123.35026410249,2405.60357592672,2561.45757553091
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,3566.88109361516,4148.79923162515,4355.48221488088,4547.87982427934,4640.41499315618,4342.5952127114,4320.05019272322,4688.84021818767,4908.17192101458,4966.26046019178,4735.35732216915,5526.29613463755,5811.43047494135
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1104.8115468317,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067,917.356381258442,1029.50618912869,969.935760159406
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,6214.13522334759,7525.55031818704,7991.47128109335,8544.80177486848,8812.62863347942,8213.98043073017,8182.34473545212,9022.30188954083,9840.39463120476,9979.38342083542,9722.31042125303,11556.4864563168,12072.7671900597
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175,20381.8557827478,23849.6156993566,25064.808914729
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,110885.991378721,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,116786.511654677,112726.439672814,116905.370396853,133711.794435985,125006.021815486
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217,18096.2027073394,20930.3982374189,21779.5042572825
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,50676.3870819204,64528.3628232928,74111.6011863847,86853.4770469877,90873.6024865671,73220.6355551661,71919.054918813,78896.2747485132,84779.4536941057,82998.6361006441,37474.7345945939,45104.8921800265,34584.8590938779
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,21344.5873046446,,,21920.0237806503,,,,,19691.6167115689,,20320.7168789132,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3067.85180664063,3302.453125,3164.00463867188,3377.6435546875,3430.53442382813,3139.22827148438,3132.9521484375,3288.50268554688,3492.67260742188,3498.58276367188,3258.26904296875,3767.52490234375,3441.99145507813
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,161780.745361248,179369.268180394,165497.097810044,185055.517569114,195772.724261668,170338.680381498,174412.494536127,173611.687859934,193968.090133158,199382.838585354,182537.387370109,235132.784182144,240862.18244774
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5274.74484719747,5714.43048840294
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,459.375407996579,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241,462.404228818383,503.352081190858,516.592615982213
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7158.06142131359,7409.33190310175,7447.41560461439,8222.55803576643,8872.128379429,9480.43151420101,9708.14134750478,10194.7461477043,11034.7235971635,11349.8592642235,7216.81637110947,10076.3175303966,11780.8169102421
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7524.72520807138,8320.3230197432,8794.72980291828,8471.77558646259,8345.56690388364,7217.65162409964,7158.04976899796,7337.21354901812,7565.28163432557,7444.85563428996,6579.70672585057,7696.00660755537,8973.86258463188
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9823.16407600128,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735,8894.89065003643,10359.1498625832,11496.5228716049
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3001.31982926464,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4771.35920442167,5186.83384237084,5545.60026741253,6130.4371365469,6225.17922244115
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,3803.99841199212,4478.61465383596,4716.81253147002,4933.77152428747,5036.88597556996,4715.50544348269,4698.95569942803,5107.25027858374,5372.2689080244,5442.66229375372,5197.80235289827,6085.76413323992,6407.49832355819
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4577.68954288046,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275,5965.45023195365,6778.56287821774,6591.47131411961
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,688.327865858558,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299,822.906136832132,881.510088733585,833.297255093071
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,21798.9142935915,23155.103527089,22526.5370208632,24769.5962287121,26753.2733830814,24921.7141769982,25623.9416320597,28813.1853396512,31785.8848300917,31727.0070746362,29597.6361628521,34881.2912726609,34127.5105566356
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1003.03345506033,1204.49647224228,1193.54764896001,1189.96476533347,1281.43871813127,1159.34020074533,1218.21703407842,1263.28526342903,1288.41808699092,1415.37967619462,1479.61368925363,1231.69466580785,1149.21121846296
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,4624.87234461776,4678.50403740476,4953.99147008995,4470.13995583534,4317.8133038336,3805.67993794431,3832.82048502443,3771.3988326831,3518.88605311116,3475.85842868128,3120.08826441252,3590.64385329545,3998.58576319152
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2660.28817507398,3793.74365523458,4402.30452266711,4422.30087600131,4211.93943552954,3919.35121343969,3690.75677759847,3708.24822134669,4165.02282101895,4394.94715044543,4041.17414564367,4566.14013029182,5045.50470031666
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,14772.4961635883,13880.4265041889,14247.7893007888,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599,17302.9221368504,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,494.584022000439,615.278659781153,681.49212857369,681.065114197441,690.443218144276,603.838513777915,435.760991009624,464.294721264472,510.379996498468,512.21576378384,456.581928995106,504.037787143107,558.298606448221
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1646.13042756814,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218,1836.29241098592,1998.39400265586,2065.15551570106
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.98018051209,10256.2303053576
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,688.139191185368,769.052599195882,563.061539677727,501.19717297875,534.126977149089,544.276872741836,454.443266065248,500.165547203323,537.932204050438,584.362867276266,622.184591270706,633.609733179475,645.158692067185
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,8880.14580454109,10209.3719445027,10601.5104558966,10727.6690215542,11045.5801207599,9699.60046342736,9555.66959336559,9979.70447282371,11073.9789704691,11132.1027429418,10164.344431073,11134.6229528189,11993.1876132994
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,48552.9424055168,50289.0244037158,51881.1708863839,53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58423.8858786865,61174.7773442449,63203.3738891388,61483.0007500548,68399.102745446,74160.9967655373
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5445.42006302741,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673,4252.04172014353,4919.18895548026,5031.11503011478
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,37494.8952028518,40697.6528593173,37294.0228471229,38503.2540609118,39675.5664792121,32428.5722348241,32286.9104984753,33876.3290941463,36495.1959423457,34934.5794300065,34877.6356349199,37247.4931167883,35745.1850468561
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,471.61268796898,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398015622,568.599659746618,549.81612778082,564.841662317524,590.629494752737,585.404929171026
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2280.11128904338,2504.87910104512,2728.02278831129,2976.75683168398,3200.95279935925,2679.5542234874,2144.78034442697,1941.87947889475,2125.83449073877,2334.02364318105,2074.61374667422,2065.77441035114,2162.63373428577
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1495.73375442812,1644.80148124531,1746.42125435257,1794.78918809148,1913.52134831663,2025.32143224265,2079.45102735861,2127.28281786358,1981.85836665362,1905.63832831484,1876.60737823677,2064.92924633583,2255.42599496242
