Country,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,50999.7451168879,54230.3129029852,50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253,52476.2732533327,52162.5701150406,58727.8705471475,57025.01245598
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,88163.2085931423,101221.813476644,102175.919298374,103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,93072.8925119571,108729.18690323
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,589.165434913038,791.225576719446,794.092559357612,809.384457749825,827.74470490585,882.307663444541,880.224893639824,1027.96547447264,1161.5343496373,1185.68231817311,1139.18989203941,1229.39420516246,1336.54604729847
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4644.35549364565,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326,10124.7006220945,11632.6925020419,11970.9382798352
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,33676.7741239925,38387.6270784076,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947840005,49996.4206725811,48418.5916631992
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,35088.3302129543,37547.3529335268,37285.5840179767,37546.4785013602,38068.4952667378,35666.4567387794,36115.1930669069,37476.546622471,39416.2426110161,39583.2257001017,38402.1175973772,42731.2889452911,43476.378035187
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,22552.1990071233,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,12139.0927836761,14660.1358375011,14987.3072565544,15303.8429454188,15445.7156803132,12502.8728769793,12088.9097712616,12902.1701956534,14076.2635058753,13574.6077874429,11686.9341069944,13975.166508629,16003.0975333558
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1011.59718017727,1161.04432084751,1236.89276298823,1259.66836828623,1303.18536985282,1421.83527830089,1468.82208238833,1567.6406123353,1620.74259148331,1437.1658330724,1322.31478539554,1506.10829305917,1588.8798287911
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,8124.55830734871,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742859681,16472.8317470488,13293.3331951688,15491.2898013383,17357.628633794
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,5047.2046433225,5826.83230656078,6475.72044267849,6697.18774707052,6614.83081997934,6180.11926810233,6163.86042474328,6676.30879274916,6912.10398761205,6955.88082448096,6063.62692279047,6635.46414809173,7125.82993135746
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2201.77682813479,2431.19996066282,2671.77752181561,2847.56794274704,2935.92859830401,2974.29691673713,3038.15203684461,3077.43441889625,3194.67270132209,3413.84904430419,3224.42281121767,3460.53938169242,3498.5098055874
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,10029.28802589,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,16152.3892325347,15738.4670127261,14349.3168192188,12921.8273205171,
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1879.24055902232,2303.8266113635,2653.09278970276,2578.49864720758,2742.25004998231,2502.07344498028,2332.67588834678,2495.14077312932,2584.32780208122,2593.77555393227,2446.08468660615,2624.60411021362,3115.92292304288
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12504.2501856093,13776.3883624327,13010.7555868425,13558.3411314221,14181.9486817352,12560.051419682,12378.8117641782,13815.4999463758,15504.5089370714,15700.0135796738,15816.8204021382,18050.2794441161,18688.0044867103
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1439.05261033905,1626.63285674064,1715.30266236896,1820.0163443348,1877.25470661257,1563.46933235924,1388.67825973899,1438.13131092546,1452.89996730644,1489.89883027873,1330.42076985875,1417.16418953831,1558.02127680397
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,26435.74878578,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799,32601.5656391821,35208.6371888414
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,22520.6423124045,23217.2954965207,20563.7136012629,21653.1959752225,22103.7009703321,19250.1065376852,19991.9724878805,21490.429863104,23562.5545228191,23330.817288932,22242.406417972,24661.1664874576,24515.2658507319
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4725.72634101583,5776.2818479967,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5959.44179393627,6153.05565720044
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2557.07562356699,2880.79843707909,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011,3233.56863835858,3678.63565662194,3789.32796575153
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2882.71620418106,3324.39545656406,3484.17405576986,3582.87827915284,3851.25133939411,3723.87511414044,3866.86186006748,4128.66101841916,4288.22621835563,4222.88212863928,3698.09906008349,3650.85415168242,3912.18563859534
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,39705.6500322311,42530.7837380015,42291.0784976285,42523.7433817556,43170.2952375523,40636.3472020662,41363.385868283,42968.2895266901,45382.7639530052,45700.0608043909,44514.122675445,49527.6601289198,50482.1131303832
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,21447.8582553167,21747.9888416729,19864.5356998373,20941.5173404574,21223.0754876891,18252.5142032094,18726.6394704764,19743.9590211525,20614.8943681731,20093.2085805567,19185.6977702906,20230.2410482554,18984.8510962405
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,73021.3097525035,92992.9971307452,98041.3622380894,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66858.7417226715,87661.4501457275
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8397.80917311457,9560.15942530942,8930.72991164974,9497.20647561211,10031.3421526698,8976.9544892648,9404.38125929526,10727.9708633184,12494.4235789649,12957.9991142218,13047.4566563993,14946.624968678,15786.8017421977
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10674.990234375,14311.064453125,15420.859375,15974.6220703125,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12532.05078125,15270.7060546875
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,594.160254467019,650.991484187704,706.202003531135,704.485625539362,724.792350347061,733.887472832132,728.869618913457,756.547641107379,768.943661203909,806.100820273159,773.773260850509,821.171394808138,966.232071361993
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1253.94640751803,1361.48306716102,1362.3317737149,1380.00341254718,1490.71774949595,1539.4706005076,1675.43875197015,1887.89056136563,1920.14005541373,1965.09423623942,1853.84590090852,2136.19289074982,2287.41612436406
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766,20398.0609870951,24315.6185511873,30447.8837074473
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1706.41491699219,1982.81616210938,1797.40087890625,1834.56103515625,2076.0009765625,2226.40942382813,2614.29443359375,3188.76928710938,769.869140625,748.010925292969,608.33251953125,749.706787109375,1102.146484375
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1286.60496647046,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138,1492.47590293523,1633.56011890357,1598.72643336012
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,47236.683084953,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606,56895.6583127851,61164.8973569773,66836.521995236,66070.4868123062,61273.9916594455,77710.0892373091,82807.6290622897
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1661.99788468931,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963,2222.46211853173,2232.53695397683,2205.25180509148
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,400.540743708337,443.451842171273,558.179723315125,706.452681507398,702.338587730146,581.293411814954,515.447839602837,484.456128767591,519.649963861622,506.606913779078,493.432240551423,504.621287621531,475.795727844622
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3017.3073947577,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,59516.3233988223,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633,45321.4892226161,54982.451714817,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,454.077264239123,491.189804120376,507.482915466996,517.09758150565,555.185123613189,537.15929021041,589.465891901577,556.578066029269,576.523678242108,592.103121972088
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868,7733.80346893763,9232.96160604855,9537.68286673128
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1664.45505618598,1827.41181828894,1847.05104447357,1904.81902023681,1936.09169028439,1685.87762138125,1525.6890557515,1609.80618677888,1628.7465208518,1629.98722074952,1489.4490671341,1634.26533568468,1700.1021810069
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,1503.13388901082,1455.35840718862,1114.92372260191,1659.14078728478,1245.14931107226,1071.77776475545,,,,,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1665.4009875735,1828.40597200384,1848.04774820992,1906.02683366202,1937.32519909579,1687.10091516037,1526.95769331624,1611.0990750748,1630.05597191173,1631.31214101577,1490.34966585367,1635.21734094322,1701.24538173745
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,10985.2852044814,13029.2633846469,13391.8281310951,13668.0873540821,13841.6816408484,11588.2234057817,11169.7393118569,11864.8222319502,12823.5400176657,12448.873754335,10704.4072651703,12682.8172192726,14684.0579128602
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1043.28142666295,1217.21206404444,1207.70070239994,1378.23019340903,1484.17010509944,1292.73305546523,1428.25790783907,1547.82270967205,1815.60549545058,1924.40814952173,2155.26586782508,2350.45270097134,2386.6961758184
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,7999.50739437676,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228,4796.53331389928,5026.87949279073,5858.82466074423
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16908.8479564876,18509.7402157541,17498.3539002594,18276.0095516546,18719.9881409371,16390.8821748507,16563.4404971229,17585.197002257,19486.3936845505,19381.8905468746,19552.0911095911,21768.1486708026,21256.8084273666
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032,25558.4290544506,29331.0647010043,28439.3340989687
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,52869.0442891587,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61417.6808766469,56424.2846986686
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4035.53448063299,4360.95996745324,4396.57912043588,4111.12838248065,3928.5227551684,3583.31129031343,3339.99040122187,3824.04678338499,4021.4455564534,3818.54048403065,3372.90461019719,4068.57381550966,3986.88663743798
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,27997.2898302635,28460.3326151186,27942.8805401415,36136.699503894,36519.9925867513,35703.0999494536,33351.7065470628,30791.0610758219,33836.7733501056,29223.0696152475,31711.6119870909,35873.0564894806
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,10938.1527643413,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771,12020.021064317,12963.0589802139,13250.4558332375
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,11304.644927596,2971.2824553193,1910.60453942683,993.739882507097,1071.23420385272,857.497867137736,664.341672388301,862.319063332871,1111.87209187084,1124.52055370091,537.090234611441,420.622705161108,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,23103.9426764449,23649.7144340602,22666.4069075154,22451.5687325118,24040.8746605688,25783.2941047676,26995.0321602259,25659.1958638691,26831.9714609396,27795.1485608171,20882.2612702141,23158.6378951102,24917.595805527
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.876704620394,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4058.01296160653,4919.0387417119,5437.5488437164,5948.3195380373,6363.06807096175,6572.91516798637,6666.24826218499,7231.04313773664,8033.19132537236,8262.81155944634,8354.74737133325,9922.04350030871,10065.0347477818
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8281.56156578889,10026.1688630399,10423.4725733446,10974.0841747303,10318.1638400563,8020.64599297702,7670.48288897068,8565.50796082823,8897.54080256115,9039.80027971004,8455.23762063887,9982.81222980684,11342.4918645243
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,722.229399952606,803.482396552842,781.554340476871,847.387500434413,877.192472988119,770.143379256632,792.440550873266,813.395006476051,873.554887235302,848.304534594506,886.699511508194,976.666183129642,942.649901579536
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,4996.37209760091,5396.64358573682,5748.63272062158,6041.13394794203,5822.37778295314,5708.79409105798,5854.4639077194,6436.78965986703,7124.55881041403,7628.57603307351,7001.78546023389,7060.89770696418,6909.9562847948
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,740.276191244616,837.881495181805,959.36021750698,1038.32071676208,1094.43012404185,970.362599665447,801.39383995978,844.36524984854,850.666958175637,889.023371804416,852.330229562269,916.691967061922,1054.18948358818
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,4286.88050515414,5453.15500459414,6441.88661774322,7049.79750519535,7685.50985852327,6208.2966545016,6163.25340597611,6354.53282979422,6721.34954037245,7344.88020350303,7330.36628793054,7885.29989591824,8792.5485039672
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,9093.17382420284,10246.0299567148,10241.575134544,10377.0116163915,10460.2145883457,8577.4877659067,8258.06618377099,9106.59887343947,8817.70110856844,8593.06130776569,7186.56249313951,8262.54208532494,9324.95930422935
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,810.21648418078,936.708967668665,1020.11029502248,1201.60250698417,1221.72396039938,1322.9290943123,1349.54677672507,1285.5239757568,1241.16448533695,1583.07860279061,1663.5596290755,2741.95081994516,2389.2958750343
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,4647.93091552455,4698.68537444915,4975.30664077627,4483.24551279559,4328.80741394876,3811.77355399615,3836.32168882378,3773.13676844095,3518.38198930639,3473.74136805429,3118.7490320247,3589.59535190625,4001.12264499328
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3416.11069898939,3852.14446192581,4378.57152827537,4208.18789083239,4125.42545363426,4117.93104694205,3978.43768561484,4367.25660339844,4649.61330094975,4878.97868604087,4605.97084119137,4425.97149198516,
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1253.94640751803,1361.48306716102,1362.3317737149,1380.00341254717,1490.71774949595,1539.4706005076,1675.43875197015,1887.89056136563,1920.14005541373,1965.09423623942,1853.84590090852,2136.19289074982,2287.41612436406
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1665.4009875735,1828.40597200384,1848.04774820992,1906.02683366202,1937.32519909579,1687.10091516038,1526.95769331624,1611.0990750748,1630.05597191173,1631.31214101577,1490.34966585367,1635.21734094322,1701.24538173745
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15711.5587055513,17910.319154168,19110.0538950806,19927.4039046998,20473.404028045,18508.770502876,16139.105257595,16258.7489291438,16328.1268925695,15642.4067190576,13705.900228571,16056.3020409273,19629.4653400829
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,4241.01190951928,4361.94912218432,4233.9162540494,4308.33830494463,4398.63869540854,3960.92484913663,3796.1095999439,3569.71883883673,3577.17534204669,3477.83618091653,3497.71902658991,3807.18410896841,3747.41939149283
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10622.7020439723,11300.7852215681,11713.2849831139,12578.1878632,12165.220135038,11049.9951100942,10970.0458948862,10695.550196231,9568.83618958168,9215.44087472889,8638.73913259299,9743.21313092428,10674.5041731531
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3043.16668029498,3663.26705522426,3624.98428896036,3536.90150504438,3556.37972786582,3384.38320147639,3836.07300251003,4181.43658600984,4419.25999771152,4940.05098268449,4674.91140255256,5372.76023865042,5221.53279904243
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,730.782348632813,768.933410644531,854.540466308594,954.658813476563,1013.42877197266,929.7998046875,942.889038085938,975.904663085938,1011.60015869141,1050.93176269531,1104.16442871094,1146.03198242188,1192.76647949219
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,824.73767112214,837.095884208132,796.711139410077,819.757867338416,897.50972863557,864.180059289672,753.684405508036,766.177604015442,793.128082237434,823.024732902811,846.881199214917,883.465728077878,964.39586947645
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3078.41479492188,3704.84228515625,4004.78979492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,5998.63464234969,7182.16017524976,7617.69542237881,8078.03798065752,8239.68433528291,7683.61110791406,7607.59673123082,8352.32602595892,8912.56758144997,9023.20299187993,8663.00209318727,10271.8014880384,10814.277575258
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,12512.5941268441,14975.5628186737,16087.2520777973,18140.8922133059,18131.5788465661,16950.7531694816,16837.9403803049,18995.3970195554,19026.0498173005,18098.361548609,15650.4993032445,17923.9953327961,20795.0423535553
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,48650.6431283336,50065.9665041742,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76329.5822652029
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1742.34925645077,2051.12951516418,2267.62327535512,2419.71874376446,2628.46005444002,2753.97105782901,2704.67718852896,1916.76462520814,1604.25864156544,1795.20176845657,1759.30747053678,1993.42447787206,2255.15115496772
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,6590.98957888616,6566.482713176,6754.37018395671,7117.55476276649,7210.60311284047,7386.74663845115,7684.79283998852,7996.63698412147,8399.70773102107,8680.25110238522,8306.36049307201,8360.0642393726,9125.32477064743
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,13692.9149666211,10877.1123638816,12937.9275972349,12433.9807853398,15975.7293753361,,,,,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,39905.1284180994,38997.1373164651,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36663.2087550584,38633.5298915336,39411.0452535516,41976.0083120809,
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,1684.01177184608,1953.55714968747,2190.2324398772,2367.49933068934,2558.77875834959,2595.23484372958,2760.71710111715,2992.07153198845,3267.22506911927,3491.09140990663,3586.34717624763,3756.48890080884,4163.51429874522
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2732.55156662187,3064.75120066071,2906.34246130818,2877.44452801285,2861.20315425441,2643.8868859095,2757.20330593386,3032.19702965604,3076.8353148388,3076.58988588361,2917.75684908933,3044.57364031957,3231.35129995571
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,9570.61840736825,10485.4941756505,10587.9371388227,10749.9606700589,10911.1271233098,10168.1245411851,10215.5854364314,10754.9297534255,11297.4524007067,11338.1503188002,10904.1476135154,12316.102461459,12687.741894173
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3494.39522455198,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066,4042.72275154324,3857.68974206459,3745.56036746313
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,3009.52342543243,3540.82278614169,3410.69325464808,3704.5628029766,3902.53084084218,3520.78207462478,3759.47285515454,4009.3538108854,4384.18868045931,4416.02925267842,4310.9340020057,5269.78390114389,5340.26879794836
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,1249.06308529856,1284.61763538908,1349.99060988906,1497.74794102378,1557.60140563399,1488.41626714602,1069.81699688479,893.716492936242,701.714868380787,693.816503470151,578.512010185469,543.637537849839,650.272218352095
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,8059.56279824609,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304,5753.06649433369,7073.61275411821,6766.48125429478
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1469.36145002684,1644.45683054452,1729.64747097057,1840.32055335789,1724.57621968232,1307.90964916032,1249.92314348406,1495.75213841021,1475.19988338535,1268.12094056241,956.831728987032,1134.71345424991,1456.90157015445
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,937.840339987372,1082.61577325282,1290.19395746702,1408.36781031236,1407.03429109916,1410.32917348908,1421.78779140568,1192.10701198862,2269.17701232332,1421.86859613585,1372.69667436829,1773.92041090285,1676.82148896726
